date,open,high,low,close,volume
2022-08-18,918.0,919.5,905.56,908.61,15833512.0
2022-08-19,897.0,901.08,877.5,890.0,20465129.0
2022-08-22,875.74,877.2,858.89,869.74,18614449.0
2022-08-23,874.36,896.48,863.77,889.36,21328348.0
2022-08-24,892.69,910.94,889.5,891.29,19086572.0
2022-08-25,302.36,302.96,291.6,296.07,53230013.0
2022-08-26,297.43,302.0,287.47,288.09,57163947.0
2022-08-29,282.83,287.74,280.7,284.82,41864742.0
2022-08-30,287.87,288.48,272.65,277.7,50541759.0
2022-08-31,280.62,281.25,271.81,275.61,52107337.0
2022-09-01,272.58,277.58,266.15,277.16,54287024.0
2022-09-02,281.07,282.35,269.08,270.21,50890090.0
2022-09-06,272.68,275.99,265.74,274.42,55859984.0
2022-09-07,273.1,283.84,272.27,283.7,50028916.0
2022-09-08,281.3,289.5,279.76,289.26,53713124.0
2022-09-09,291.67,299.85,291.25,299.68,54470854.0
2022-09-12,300.72,305.49,300.4,304.42,48674604.0
2022-09-13,292.9,297.4,290.4,292.13,68229619.0
2022-09-14,292.24,306.0,291.64,302.61,72628653.0
2022-09-15,301.83,309.12,300.72,303.75,64795523.0
2022-09-16,299.61,303.71,295.6,303.35,87087786.0
2022-09-19,300.09,309.84,297.8,309.07,60231156.0
2022-09-20,306.91,313.33,305.58,308.73,61642783.0
2022-09-21,308.29,313.8,300.63,300.8,62555656.0
2022-09-22,299.86,301.29,285.82,288.59,70545413.0
2022-09-23,283.09,284.5,272.82,275.33,63748362.0
2022-09-26,271.83,284.09,270.31,276.01,58076913.0
2022-09-27,283.84,288.67,277.51,282.94,61925185.0
2022-09-28,283.08,289.0,277.57,287.81,54664809.0
2022-09-29,282.76,283.65,265.78,268.21,77620642.0
2022-09-30,266.15,275.57,262.47,265.25,67726598.0
2022-10-03,254.5,255.16,241.01,242.4,98363541.0
2022-10-04,250.52,257.5,242.01,249.44,109578535.0
2022-10-05,245.01,246.67,233.27,240.81,86982673.0
2022-10-06,239.44,244.58,235.35,238.13,69298437.0
2022-10-07,233.94,234.57,222.02,223.07,83916800.0
2022-10-10,223.93,226.99,218.36,222.96,67925018.0
2022-10-11,220.95,225.75,215.0,216.5,77013202.0
2022-10-12,215.33,219.3,211.51,217.24,66860699.0
2022-10-13,208.3,222.99,206.22,221.72,91483045.0
2022-10-14,224.01,226.26,204.16,204.99,94124511.0
2022-10-17,210.04,221.86,209.45,219.35,79428810.0
2022-10-18,229.5,229.82,217.25,220.19,75891905.0
2022-10-19,219.8,222.93,217.78,222.04,66571479.0
2022-10-20,208.28,215.55,202.0,207.28,117798062.0
2022-10-21,206.42,214.66,203.8,214.44,75713754.0
2022-10-24,205.82,213.5,198.59,211.25,100446765.0
2022-10-25,210.1,224.35,210.0,222.42,96507870.0
2022-10-26,219.4,230.6,218.2,224.64,85327078.0
2022-10-27,229.77,233.81,222.85,225.09,61638824.0
2022-10-28,225.4,228.86,216.35,228.52,69152386.0
2022-10-31,226.19,229.85,221.94,227.54,61554341.0
2022-11-01,234.05,237.4,227.28,227.82,62688822.0
2022-11-02,226.04,227.87,214.82,214.98,63070293.0
2022-11-03,211.36,221.2,210.14,215.31,56538848.0
2022-11-04,222.6,223.8,203.08,207.47,98622212.0
2022-11-07,208.65,208.9,196.66,197.08,93916520.0
2022-11-08,194.02,195.2,186.75,191.3,128803404.0
2022-11-09,190.78,195.89,177.12,177.59,127062659.0
2022-11-10,189.9,191.0,180.03,190.72,132703015.0
2022-11-11,186.0,196.52,182.59,195.97,114403575.0
2022-11-14,192.77,195.73,186.34,190.95,92226649.0
2022-11-15,195.88,200.82,192.06,194.42,91293785.0
2022-11-16,191.51,192.57,185.66,186.92,66567599.0
2022-11-17,183.96,186.16,180.9,183.17,64335970.0
2022-11-18,185.05,185.19,176.55,180.19,76048866.0
2022-11-21,175.85,176.77,167.54,167.87,92882712.0
2022-11-22,168.63,170.92,166.19,169.91,78452327.0
2022-11-23,173.57,183.62,172.5,183.2,109536709.0
2022-11-25,185.06,185.2,180.63,182.86,50672739.0
2022-11-28,179.96,188.5,179.0,182.92,93038148.0
2022-11-29,184.99,186.38,178.75,180.83,83357111.0
2022-11-30,182.43,194.76,180.63,194.7,109186404.0
2022-12-01,197.08,198.92,191.8,194.7,80046213.0
2022-12-02,191.78,196.25,191.11,194.86,73645922.0
2022-12-05,189.44,191.27,180.55,182.45,93122667.0
2022-12-06,181.22,183.65,175.33,179.82,92150823.0
2022-12-07,175.03,179.38,172.22,174.04,84213284.0
2022-12-08,172.2,175.2,169.06,173.44,97624491.0
2022-12-09,173.84,182.5,173.36,179.05,104872336.0
2022-12-12,176.1,177.37,167.52,167.82,109794471.0
2022-12-13,174.87,175.05,156.91,160.95,175862722.0
2022-12-14,159.25,161.62,155.31,156.8,140682338.0
2022-12-15,153.44,160.93,153.28,157.67,122334459.0
2022-12-16,159.64,160.99,150.04,150.23,139032175.0
2022-12-19,154.0,155.25,145.82,149.87,139390634.0
2022-12-20,146.05,148.47,137.66,137.8,159563267.0
2022-12-21,139.34,141.26,135.89,137.57,145417412.0
2022-12-22,136.0,136.63,122.26,125.35,210090250.0
2022-12-23,126.37,128.62,121.02,123.15,166989688.0
2022-12-27,117.5,119.67,108.76,109.1,208643444.0
2022-12-28,110.35,116.27,108.24,112.71,221070537.0
2022-12-29,120.39,123.57,117.5,121.82,221923313.0
2022-12-30,119.95,124.48,119.75,123.18,157777339.0
2023-01-03,118.47,118.8,104.64,108.1,231402818.0
2023-01-04,109.11,114.59,107.52,113.64,180388976.0
2023-01-05,110.51,111.75,107.16,110.34,157986324.0
2023-01-06,103.0,114.39,101.81,113.06,220911051.0
2023-01-09,118.96,123.52,117.11,119.77,190283951.0
2023-01-10,121.07,122.76,114.92,118.85,167642485.0
2023-01-11,122.09,125.95,120.51,123.22,183810771.0
2023-01-12,122.56,124.13,117.0,123.56,169400913.0
2023-01-13,116.55,122.63,115.6,122.4,180714119.0
2023-01-17,125.7,131.7,125.02,131.49,186476985.0
2023-01-18,136.56,136.68,127.01,128.78,195680318.0
2023-01-19,127.26,129.99,124.31,127.17,170291880.0
2023-01-20,128.68,133.51,127.35,133.42,138858136.0
2023-01-23,135.87,145.38,134.27,143.75,203119211.0
2023-01-24,143.0,146.5,141.1,143.89,158699056.0
2023-01-25,141.91,146.41,138.07,144.43,192734347.0
2023-01-26,159.97,161.42,154.76,160.27,234815090.0
2023-01-27,162.43,180.68,161.17,177.9,306590608.0
2023-01-30,178.05,179.77,166.5,166.66,230878807.0
2023-01-31,164.57,174.3,162.78,173.22,196813541.0
2023-02-01,173.89,183.81,169.93,181.41,213806323.0
2023-02-02,187.33,196.75,182.61,188.27,217448287.0
2023-02-03,183.95,199.0,183.69,189.98,232662023.0
2023-02-06,193.01,198.17,189.92,194.76,186188131.0
2023-02-07,196.43,197.5,189.55,196.81,186010325.0
2023-02-08,196.1,203.0,194.31,201.29,180673644.0
2023-02-09,207.78,214.0,204.77,207.32,215431442.0
2023-02-10,202.23,206.2,192.89,196.89,204754129.0
2023-02-13,194.42,196.3,187.61,194.64,172475452.0
2023-02-14,191.94,209.82,189.44,209.25,216455708.0
2023-02-15,211.76,214.66,206.11,214.24,182108581.0
2023-02-16,210.78,217.65,201.84,202.04,229586538.0
2023-02-17,199.99,208.44,197.5,208.31,213738549.0
2023-02-21,204.99,209.71,197.22,197.37,180018588.0
2023-02-22,197.93,201.99,191.78,200.86,191828457.0
2023-02-23,203.91,205.14,196.33,202.07,146359950.0
2023-02-24,196.33,197.67,192.8,196.88,142228105.0
2023-02-27,202.03,209.42,201.26,207.63,161028315.0
2023-02-28,210.59,211.23,203.75,205.71,153144912.0
2023-03-01,206.21,207.2,198.52,202.77,156852790.0
2023-03-02,186.74,193.75,186.01,190.9,181979154.0
2023-03-03,194.8,200.48,192.88,197.79,154193277.0
2023-03-06,198.54,198.6,192.3,193.81,128100106.0
2023-03-07,191.38,194.2,186.1,187.71,148125790.0
2023-03-08,185.04,186.5,180.0,182.0,151897763.0
2023-03-09,180.25,185.18,172.51,172.92,170023794.0
2023-03-10,175.13,178.29,168.44,173.44,191488872.0
2023-03-13,167.46,177.35,163.91,174.48,167790256.0
2023-03-14,177.31,183.8,177.14,183.26,143717897.0
2023-03-15,180.8,182.34,176.03,180.45,145995583.0
2023-03-16,180.37,185.81,178.84,184.13,121374453.0
2023-03-17,184.52,186.22,177.33,180.13,133197140.0
2023-03-20,178.08,186.44,176.35,183.25,129684359.0
2023-03-21,188.28,198.0,188.04,197.58,153391444.0
2023-03-22,199.3,200.66,190.95,191.15,150376373.0
2023-03-23,195.26,199.31,188.65,192.22,144193876.0
2023-03-24,191.65,192.36,187.15,190.41,116531584.0
2023-03-27,194.42,197.39,189.94,191.81,120851587.0
2023-03-28,192.0,192.35,185.43,189.19,98654635.0
2023-03-29,193.13,195.29,189.44,193.88,123660026.0
2023-03-30,195.58,197.33,194.42,195.28,110252238.0
2023-03-31,197.53,207.79,197.2,207.46,170222118.0
2023-04-03,199.91,202.69,192.2,194.77,169545900.0
2023-04-04,197.32,198.74,190.32,192.58,126463845.0
2023-04-05,190.52,190.68,183.76,185.52,133882493.0
2023-04-06,183.08,186.39,179.74,185.06,123857932.0
2023-04-10,179.94,185.1,176.11,184.51,142154637.0
2023-04-11,186.69,189.19,185.65,186.79,115770892.0
2023-04-12,190.74,191.58,180.31,180.54,150256278.0
2023-04-13,182.96,186.5,180.94,185.9,112932985.0
2023-04-14,183.95,186.28,182.01,185.0,96438664.0
2023-04-17,186.32,189.69,182.69,187.04,116662189.0
2023-04-18,187.15,187.69,183.58,184.31,92067016.0
2023-04-19,179.1,183.5,177.65,180.59,125732687.0
2023-04-20,166.17,169.7,160.56,162.99,210970819.0
2023-04-21,164.8,166.0,161.32,165.08,123538954.0
2023-04-24,164.65,165.65,158.61,162.55,140006559.0
2023-04-25,159.82,163.47,158.75,160.67,121999312.0
2023-04-26,160.29,160.67,153.14,153.75,153364142.0
2023-04-27,152.64,160.48,152.37,160.19,127015177.0
2023-04-28,160.9,165.0,157.32,164.31,122515812.0
2023-05-01,163.17,163.28,158.83,161.83,109015048.0
2023-05-02,161.88,165.49,158.93,160.31,128259744.0
2023-05-03,160.01,165.0,159.91,160.61,119727972.0
2023-05-04,162.71,162.95,159.65,161.2,95108492.0
2023-05-05,163.97,170.79,163.51,170.06,107607259.0
2023-05-08,173.72,173.8,169.19,171.79,112249449.0
2023-05-09,168.95,169.82,166.56,169.15,88965043.0
2023-05-10,172.55,174.43,166.68,168.54,119840693.0
2023-05-11,168.7,173.57,166.79,172.08,103889930.0
2023-05-12,176.07,177.38,167.23,167.98,157849625.0
2023-05-15,167.66,169.76,164.55,166.35,105592510.0
2023-05-16,165.65,169.52,164.35,166.52,98288792.0
2023-05-17,168.41,174.5,167.19,173.86,125473558.0
2023-05-18,174.22,177.06,172.45,176.89,109520332.0
2023-05-19,177.17,181.95,176.31,180.14,136196668.0
2023-05-22,180.7,189.32,180.11,188.87,132001430.0
2023-05-23,186.2,192.96,185.26,185.77,156952130.0
2023-05-24,182.23,184.22,178.22,182.9,137605054.0
2023-05-25,186.54,186.78,180.58,184.47,96870719.0
2023-05-26,184.62,198.6,184.53,193.17,162061496.0
2023-05-30,200.1,204.48,197.53,201.16,128818746.0
2023-05-31,199.78,203.95,195.12,203.93,150711736.0
2023-06-01,202.59,209.8,199.37,207.52,148029931.0
2023-06-02,210.15,217.25,209.75,213.97,164398372.0
2023-06-05,217.8,221.29,214.52,217.61,151143052.0
2023-06-06,216.14,221.91,212.53,221.31,146911576.0
2023-06-07,228.0,230.83,223.2,224.57,185710777.0
2023-06-08,224.22,235.23,223.01,234.86,164489739.0
2023-06-09,249.07,252.42,242.02,244.4,200242371.0
2023-06-12,247.94,250.97,244.59,249.83,150740523.0
2023-06-13,253.51,259.68,251.34,258.71,162384343.0
2023-06-14,260.17,261.57,250.5,256.79,170575536.0
2023-06-15,248.4,258.95,247.29,255.9,160171238.0
2023-06-16,258.92,263.6,257.21,260.54,167915649.0
2023-06-20,261.5,274.75,261.12,274.45,165611217.0
2023-06-21,275.13,276.99,257.78,259.46,211797109.0
2023-06-22,250.77,265.0,248.25,264.61,166875944.0
2023-06-23,259.29,262.45,252.8,256.6,177460803.0
2023-06-26,250.07,258.37,240.7,241.05,179990552.0
2023-06-27,243.24,250.39,240.85,250.21,164968214.0
2023-06-28,249.7,259.88,248.89,256.24,159770797.0
2023-06-29,258.03,260.74,253.61,257.5,131283360.0
2023-06-30,260.6,264.45,259.89,261.77,112620784.0
2023-07-03,276.49,284.25,275.11,279.82,119685907.0
2023-07-05,278.82,283.85,277.6,282.48,131530862.0
2023-07-06,278.09,279.97,272.88,276.54,120707419.0
2023-07-07,278.43,280.78,273.77,274.43,113879174.0
2023-07-10,276.47,277.52,265.1,269.61,119425405.0
2023-07-11,268.65,270.9,266.37,269.79,91972358.0
2023-07-12,276.33,276.52,271.46,271.99,95672139.0
2023-07-13,274.59,279.45,270.6,277.9,112681458.0
2023-07-14,277.01,285.3,276.31,281.38,120062369.0
2023-07-17,286.63,292.23,283.57,290.38,131569593.0
2023-07-18,290.15,295.26,286.01,293.34,112434713.0
2023-07-19,296.04,299.29,289.52,291.26,142355353.0
2023-07-20,279.56,280.93,261.2,262.9,175158273.0
2023-07-21,268.0,268.0,255.8,260.02,161796073.0
2023-07-24,255.85,269.85,254.12,269.06,137005037.0
2023-07-25,272.38,272.9,265.0,265.28,112757327.0
2023-07-26,263.25,268.04,261.75,264.35,95856177.0
2023-07-27,268.31,269.13,255.3,255.71,103697263.0
2023-07-28,259.86,267.25,258.23,266.44,111446026.0
2023-07-31,267.48,269.08,263.78,267.43,84582172.0
2023-08-01,266.26,266.47,260.25,261.07,83645720.0
2023-08-02,255.57,259.52,250.49,254.11,101752865.0
2023-08-03,252.04,260.49,252.0,259.32,97829545.0
2023-08-04,260.97,264.77,253.11,253.86,99539907.0
2023-08-07,251.45,253.65,242.76,251.45,111097943.0
2023-08-08,247.45,250.92,245.01,249.7,96642183.0
2023-08-09,250.87,251.1,241.9,242.19,101596324.0
2023-08-10,245.4,251.8,243.0,245.34,109498608.0
2023-08-11,241.77,243.79,238.02,242.65,99038642.0
2023-08-14,235.7,240.66,233.75,239.76,98595331.0
2023-08-15,238.73,240.5,232.61,232.96,88197599.0
2023-08-16,228.02,233.97,225.38,225.6,112484520.0
2023-08-17,226.06,226.74,218.83,219.22,120718417.0
2023-08-18,214.12,217.58,212.36,215.49,136276584.0
2023-08-21,221.55,232.13,220.58,231.28,135702671.0
2023-08-22,240.25,240.82,229.55,233.19,130597886.0
2023-08-23,229.34,238.98,229.29,236.86,101077635.0
2023-08-24,238.66,238.92,228.18,230.04,99777432.0
2023-08-25,231.31,239.0,230.35,238.59,106612231.0
2023-08-28,242.58,244.38,235.35,238.82,107673727.0
2023-08-29,238.58,257.48,237.77,257.18,134047603.0
2023-08-30,254.2,260.51,250.59,256.9,121988437.0
2023-08-31,255.98,261.18,255.05,258.08,108861698.0
2023-09-01,257.26,259.08,242.01,245.01,132541640.0
2023-09-05,245.0,258.0,244.86,256.49,129469565.0
2023-09-06,255.14,255.39,245.06,251.92,116959759.0
2023-09-07,245.07,252.81,243.27,251.49,115312886.0
2023-09-08,251.22,256.52,246.67,248.5,118559635.0
2023-09-11,264.27,274.85,260.61,273.58,174667852.0
2023-09-12,270.76,278.39,266.6,267.48,135999866.0
2023-09-13,270.07,274.98,268.1,271.3,111673737.0
2023-09-14,271.32,276.71,270.42,276.04,107709842.0
2023-09-15,277.55,278.98,271.0,274.39,133692313.0
2023-09-18,271.16,271.44,263.76,265.28,101543305.0
2023-09-19,264.35,267.85,261.2,266.5,103704040.0
2023-09-20,267.04,273.93,262.46,262.59,122514643.0
2023-09-21,257.85,260.86,254.21,255.7,119951516.0
2023-09-22,257.4,257.79,244.48,244.88,127524083.0
2023-09-25,243.38,247.1,238.31,246.99,104636557.0
2023-09-26,242.98,249.55,241.66,244.12,101993631.0
2023-09-27,244.26,245.33,234.58,240.5,136597184.0
2023-09-28,240.02,247.55,238.65,246.38,117058870.0
2023-09-29,250.0,254.77,246.35,250.22,128522729.0
2023-10-02,244.81,254.28,242.62,251.6,123810402.0
2023-10-03,248.61,250.02,244.45,246.53,101985305.0
2023-10-04,248.14,261.86,247.6,261.16,129721567.0
2023-10-05,260.0,263.6,256.25,260.05,119159214.0
2023-10-06,253.98,261.65,250.65,260.53,118121812.0
2023-10-09,255.31,261.36,252.05,259.67,101377947.0
2023-10-10,257.75,268.94,257.65,263.62,122656030.0
2023-10-11,266.2,268.6,260.9,262.99,103706266.0
2023-10-12,262.92,265.41,256.63,258.87,111508114.0
2023-10-13,258.9,259.6,250.22,251.12,102296786.0
2023-10-16,250.05,255.4,248.48,253.92,88917176.0
2023-10-17,250.1,257.18,247.08,254.85,93562909.0
2023-10-18,252.7,254.63,242.08,242.68,125147846.0
2023-10-19,225.95,230.61,216.78,220.11,170772713.0
2023-10-20,217.01,218.8606,210.42,211.99,138009893.0
2023-10-23,210.0,216.98,202.51,212.08,150683368.0
2023-10-24,216.5,222.05,214.11,216.52,118231103.0
2023-10-25,215.88,220.1,212.2,212.42,107064904.0
2023-10-26,211.32,214.8,204.88,205.76,115112520.0
2023-10-27,210.6,212.41,205.77,207.3,94881171.0
2023-10-30,209.28,210.88,194.67,197.36,136448006.0
2023-10-31,196.12,202.8,194.07,200.84,118068172.0
2023-11-01,204.04,205.99,197.85,205.66,121661656.0
2023-11-02,212.97,219.2,211.45,218.51,125987515.0
2023-11-03,221.15,226.3701,218.4,219.96,119534764.0
2023-11-06,223.98,226.32,215.0,219.27,117335719.0
2023-11-07,219.98,223.12,215.72,222.18,116900041.0
2023-11-08,223.15,224.15,217.64,222.11,106584767.0
2023-11-09,219.75,220.8,206.68,209.98,142110454.0
2023-11-10,210.03,215.38,205.69,214.65,131310113.0
2023-11-13,215.6,225.4,211.6101,223.71,140447513.0
2023-11-14,235.03,238.135,230.72,237.41,149771428.0
2023-11-15,239.29,246.7,236.45,242.84,150353950.0
2023-11-16,239.49,240.88,230.96,233.59,136816543.0
2023-11-17,232.0,237.39,226.54,234.3,142766105.0
2023-11-20,234.04,237.1,231.02,235.6,116562214.0
2023-11-21,235.04,243.62,233.34,241.2,122287730.0
2023-11-22,242.04,244.01,231.4,234.21,118117043.0
2023-11-24,233.75,238.75,232.33,235.45,64720746.0
2023-11-27,236.89,238.33,232.1,236.08,112031763.0
